戏曲专线,#genre#
洪山博苑社区扇子舞排练,http://gcw.bdcdn.shoujiduoduo.com/v/190626/365c39bf6e09b6b2a5bcfb67eeaea471.mp4
01.开场篇+《扇子舞》,http://gcw.bdcdn.shoujiduoduo.com/v/190621/f6fa97b48721fe81466ba305684b87c6.mp4
扇子舞==山谷里的思念,http://gcw.bdcdn.shoujiduoduo.com/v/190619/b7ab765f55b3c4a77220977b49ccaf2b.mp4
扇子舞==山谷里的思念_（完整版）,http://gcw.bdcdn.shoujiduoduo.com/v/190619/ac53ba345c8b68138c118f7797be04cb.mp4
镇西镇2018年送文化下乡文艺演出扇子舞《今天是你的生日》,http://gcw.bdcdn.shoujiduoduo.com/v/190618/5d3aa4f6026364b5987bb279812c8218.mp4
新颖的扇子舞你没看到过《中国火起来》太适合表演了,http://gcw.bdcdn.shoujiduoduo.com/v/190607/4aefb500293778938dcdceb076d08189.mp4
杏林漫步广场舞 中国美(扇子舞变队形) 荣获一等奖(队形编排杏子) 2016年9月拍,http://gcw.bdcdn.shoujiduoduo.com/v/190530/6a6e96c4b90414a7deaee581f51a10f2.mp4
扇子舞《东方红》,http://gcw.bdcdn.shoujiduoduo.com/v/190523/ebf0ec810f07c1320643fc618711e149.mp4
西安红舞鞋广场舞 扇子舞火火的中国梦 附背面演示（2016）,http://gcw.bdcdn.shoujiduoduo.com/v/190521/27162b16ff5a07ba1c3ea73a26885e86.mp4
母亲节特献扇子舞《万爱千恩》祝所有母亲快乐，附教学,http://gcw.bdcdn.shoujiduoduo.com/v/190517/894b97eef41b1d360c95247935dbe3b6.mp4
月亮湾扇子舞慢放,http://gcw.bdcdn.shoujiduoduo.com/v/190505/cdc03395784665ec906d82450226bb75.mp4
好心情蓝蓝广场舞原创【121】零基础扇子舞【东北大秧歌】附教学,http://gcw.bdcdn.shoujiduoduo.com/v/190419/76701119f835fbf211d4c25abb7689aa.mp4
扇子舞,http://gcw.bdcdn.shoujiduoduo.com/v/190404/67c30ea3c7c3c9105ce2400ae3185bf0.mp4
鞍山知青联盟二群庆3.8节联欢会 （扇子舞） 2019.3.1,http://gcw.bdcdn.shoujiduoduo.com/v/190314/086c6861db738fc01cd500f8a755afd9.mp4
元宵节舞蹈素材 中国扇子舞 放风筝,http://gcw.bdcdn.shoujiduoduo.com/v/190307/6cd5814ae757085a9977385732c6b18a.mp4
0001.今日头条-明阁广场舞扇子舞《张灯结彩》附分解背面,http://gcw.bdcdn.shoujiduoduo.com/v/190302/c65da606be4270c1b974ccf429d5f464.mp4
张弓舞蹈队-扇子舞《丰收中国奶年》简易队形,http://gcw.bdcdn.shoujiduoduo.com/v/190225/020471092112e91ac0d7a13ba252d0ee.mp4
扇子舞～映山红,http://gcw.bdcdn.shoujiduoduo.com/v/190222/8013fe03b345172bf92f31cee1a60137.mp4
明阁广场舞扇子舞《纳西情歌》附正反面分解教学与背面,http://gcw.bdcdn.shoujiduoduo.com/v/191216/634c2ce6fa3e1b14733e8dee611411ec.mp4
大堰舞乐乐广场舞。【吉祥中国年】编舞hehe扇子舞正背面演示,http://gcw.bdcdn.shoujiduoduo.com/v/190119/4e4d523d4c0a777ada9f72c5c2767c6d.mp4
扇子舞 吉祥中国年,http://gcw.bdcdn.shoujiduoduo.com/v/190104/cd4714ca033d0f79d401a908cc253700.mp4
基督教舞蹈扇子舞（最知心的朋友）,http://gcw.bdcdn.shoujiduoduo.com/v/191216/81d90904cf26fb8ea3b95c43694f036e.mp4
中国美（扇子舞）,http://gcw.bdcdn.shoujiduoduo.com/v/190107/caafae2d3e2fe6b1651cd9bb4b5272de.mp4
黑龙江北安凯晨广场舞扇子舞《吉祥中国年》,http://gcw.bdcdn.shoujiduoduo.com/v/190117/c938b581a0cdce8a57b00f4fab47a0fe.mp4
小黄老师扇子舞打开幸福门。,http://gcw.bdcdn.shoujiduoduo.com/v/190104/d548bc87794a4714571edbcbe4a2284b.mp4
扇子舞开门红，,http://gcw.bdcdn.shoujiduoduo.com/v/190104/a10d388dc423d442c9e200ae38ab2172.mp4
易县河漕广场舞《欢乐中国年》原创扇子舞团队姐妹版,http://gcw.bdcdn.shoujiduoduo.com/v/191215/60c325ab4970e7221c7afc8a48e26f05.mp4
大型扇子舞表演《东方红》,http://gcw.bdcdn.shoujiduoduo.com/v/181208/85b3f8835f3426f0e766191e8b6936e8.mp4
陶家湾扇子舞《开门红》,http://gcw.bdcdn.shoujiduoduo.com/v/181201/40e4b2f8b1024bc0b3a35132b9d4ac83.mp4
广场舞扇子舞《开门红》姐妹们跳的真好 好身体是这样跳出来的,http://gcw.bdcdn.shoujiduoduo.com/v/181201/60c8a298a6d44ae89e6ddeb7f1fc3353.mp4
仙气十足的古典扇子舞《幽兰香》舞好看, 歌好听,http://gcw.bdcdn.shoujiduoduo.com/v/181201/f4b68f02d193d04d8d7f2e2894dc58ab.mp4
白仓广场舞《开门红》扇子舞白仓解云舞队,http://gcw.bdcdn.shoujiduoduo.com/v/181119/bb9ce19dda6632f171ba69485b557da1.mp4
喜庆扇子舞【好运来】编舞 阿娜,http://gcw.bdcdn.shoujiduoduo.com/v/181120/99c30b2e33976880188a258a72c527d6.mp4
夕阳红歌颂党十九大扇子舞,http://gcw.bdcdn.shoujiduoduo.com/v/181120/889f3a9762df1137077cf2e44da5507f.mp4
元旦来了! 大妈们编排了一支超喜庆扇子舞《吉祥中国年》广场舞,http://gcw.bdcdn.shoujiduoduo.com/v/181120/5280d90ea7ee265d31f3988fbd4f54c3.mp4
终于找到一支简单的扇子舞了 赶紧跟着背面学跳起来 简单又好看,http://gcw.bdcdn.shoujiduoduo.com/v/181112/e04956bf9e4341534029d3efbfdab923.mp4
三友矿山广场舞【是鹰你就飞起来】基督教扇子舞原创附分解,http://gcw.bdcdn.shoujiduoduo.com/v/181110/593d9b36736d34974b928a7b22bd8fc9.mp4
10变队形扇子舞《望月》队形惊艳 犹如花儿含苞待放,http://gcw.bdcdn.shoujiduoduo.com/v/181115/e3c2ed8fb2852d51b23ab6a074d569bc.mp4
明阁广场舞《开门红》原创扇子舞,http://gcw.bdcdn.shoujiduoduo.com/v/181119/056b6797473fe3c0b6e8b4bac9a70f92.mp4
今典舞蹈队扇子舞祝福祖国,http://gcw.bdcdn.shoujiduoduo.com/v/181015/7f2a2032acddc283f1d57ce7f9ee69a9.mp4
扇子舞《中国梦》,http://gcw.bdcdn.shoujiduoduo.com/v/181021/c0c03e41b56a014e9d89574ff7907922.mp4
扇子舞，开门红,http://gcw.bdcdn.shoujiduoduo.com/v/181024/3fb36024cc2e6025aea04c50f9bab9f1.mp4
花想容广场舞《情哥哥》扇子舞,http://gcw.bdcdn.shoujiduoduo.com/v/181015/56587c9e07a3b27032ee84233010dc6b.mp4
扇子舞 走进新时代,http://gcw.bdcdn.shoujiduoduo.com/v/181015/0260800375ea88992785382f3c5ac710.mp4
闻歌起舞广场舞--扇子舞-五哥放羊-含分解,http://gcw.bdcdn.shoujiduoduo.com/v/180919/14603d1be42fc30c56799557f17679ee.mp4
阳光百合广场舞扇子舞《红尘蝶恋》,http://gcw.bdcdn.shoujiduoduo.com/v/181008/fd187bf29ee889685268078fd60b557b.mp4
优美的扇子舞蹈《微山湖》,http://gcw.bdcdn.shoujiduoduo.com/v/180918/33660d5d4dece6bb5d24ea84e3028fd0.mp4
河北青青广场舞《南泥湾》扇子舞, 经典怀旧歌曲, 优美动听, 歌醉舞美,http://gcw.bdcdn.shoujiduoduo.com/v/180906/1b903fe2aa7aa7096a3a5cab1760fc56.mp4
最新秧歌扇子舞《看山看水看中国》,http://gcw.bdcdn.shoujiduoduo.com/v/180908/25afb61a48d420696dc535ee14841979.mp4
金巧广场舞 欢聚一堂（扇子舞）,http://gcw.bdcdn.shoujiduoduo.com/v/180828/5132dd7beba1b35e131376686a1c29b2.mp4
扇子舞 我爱你中国,http://gcw.bdcdn.shoujiduoduo.com/v/180908/7ed8ce57624db761af14ade686b03fb5.mp4
2018最新吕芳广场舞简单扇子舞《火火的姑娘》正背面及分解动作,http://gcw.bdcdn.shoujiduoduo.com/v/180828/4d2a51285509257f4b3768ee48d2bf5d.mp4
三友矿山广场舞【欢聚一堂】基督教扇子舞,http://gcw.bdcdn.shoujiduoduo.com/v/180908/01f003e4cccbc8c46162e4825da4c8ee.mp4
170504秋之韵扇子舞《花开中国》,http://gcw.bdcdn.shoujiduoduo.com/201805/0010-237.mp4
三友矿山广场舞【欢聚一堂】基督教扇子舞附分解,http://gcw.bdcdn.shoujiduoduo.com/201805/0765-672.mp4
《开门红》扇子舞白仓镇解云舞队电信活动彩排,http://gcw.bdcdn.shoujiduoduo.com/v/180906/5c43990bc78ad7bf48e14cac163d9643.mp4
扇子舞 开门红,http://gcw.bdcdn.shoujiduoduo.com/201805/0185-986.mp4
荔城区心椽幼儿园2017年 扇子舞 《欢聚一堂》,http://gcw.bdcdn.shoujiduoduo.com/v/180828/c34ff82bbc2ec89e268236d76a346a00.mp4
前一扇子舞《开门红》,http://gcw.bdcdn.shoujiduoduo.com/201805/0331-369.mp4
蔡堡村广场舞《红梅赞》扇子舞 泰州邮政杯大赛（兴化赛区） 钱兰英老师编舞,http://gcw.bdcdn.shoujiduoduo.com/201805/0614-592.mp4
扇子舞靓丽舞蹈队杨月萍广场舞《祝福祖国》,http://gcw.bdcdn.shoujiduoduo.com/201805/0422-104.mp4
沂源鲁村荔枝广场舞扇子舞：山里红,http://gcw.bdcdn.shoujiduoduo.com/201805/1945-1.mp4
四渡河扇子舞欢天喜地,http://gcw.bdcdn.shoujiduoduo.com/201805/1845-949.mp4
沙河市綦阳村广场舞扇子舞《小小的新娘花》,http://gcw.bdcdn.shoujiduoduo.com/v/190807/10004913.mp4
婺源清华彩虹广场扇子舞,http://gcw.bdcdn.shoujiduoduo.com/v/190910/10004898.mp4
大冯营2015扇子舞,http://gcw.bdcdn.shoujiduoduo.com/201805/2024-51.mp4
范县濮城镇后三里店村2015新年大联欢扇子舞,http://gcw.bdcdn.shoujiduoduo.com/201805/1606-258.mp4
扇子舞 情暖一家,http://gcw.bdcdn.shoujiduoduo.com/201805/1614-812.mp4
双馨广场舞-扇子舞山里红,http://gcw.bdcdn.shoujiduoduo.com/v/190808/10004933.mp4
羊平广场舞中国美扇子舞庆七一变队行,http://gcw.bdcdn.shoujiduoduo.com/v/190909/10004932.mp4
芬芳扇子舞 红梅赞,http://gcw.bdcdn.shoujiduoduo.com/v/190524/10004758.mp4
丑丑广场舞祝寿歌扇子舞,http://gcw.bdcdn.shoujiduoduo.com/201805/0409-408.mp4
长沟村文化大院扇子舞桃花运、演出曲守俊等、编舞傻哥。,http://gcw.bdcdn.shoujiduoduo.com/v/190604/10004694.mp4
耿庄村彩虹广场舞 南泥湾 扇子舞,http://gcw.bdcdn.shoujiduoduo.com/201805/1809-656.mp4
承德市东营村大众广场最新扇子舞《张灯结彩》,http://gcw.bdcdn.shoujiduoduo.com/201805/1919-730.mp4
广场舞好日子西西兰儿广场舞扇子舞,http://gcw.bdcdn.shoujiduoduo.com/201805/1746-997.mp4
扇子舞《相思美》,http://gcw.bdcdn.shoujiduoduo.com/201805/1176-61.mp4
当铺地村广场舞 扇子舞《好日子》,http://gcw.bdcdn.shoujiduoduo.com/v/190602/10004778.mp4
欣子广场舞-------山海情深【扇子舞】,http://gcw.bdcdn.shoujiduoduo.com/v/190820/10004788.mp4
《中国美扇子舞》-丰宁县天桥镇舞动和谐舞蹈队,http://gcw.bdcdn.shoujiduoduo.com/v/190820/10004764.mp4
彩蝶湖广场舞 扇子舞好日子（变队）,http://gcw.bdcdn.shoujiduoduo.com/201805/1603-105.mp4
《好运来》扇子舞,http://gcw.bdcdn.shoujiduoduo.com/v/190529/10004731.mp4
郏县李口镇西南村红满天扇子舞《张灯结彩》,http://gcw.bdcdn.shoujiduoduo.com/v/190822/10004821.mp4
越来越好 舞蹈舞蹈 扇子舞 广场舞 手帕,http://gcw.bdcdn.shoujiduoduo.com/v/190816/10004808.mp4
高唐南镇舞动心晴广场舞《扇子舞 中国美》比赛版,http://gcw.bdcdn.shoujiduoduo.com/201805/2000-649.mp4
哈尔滨冰雪广场舞【梁祝】集体扇子舞,http://gcw.bdcdn.shoujiduoduo.com/v/190817/10004692.mp4
广场舞扇子舞荷塘月色教学,http://gcw.bdcdn.shoujiduoduo.com/v/190807/10004747.mp4
玲爱利广场舞-好日子扇子舞,http://gcw.bdcdn.shoujiduoduo.com/v/190817/10004754.mp4
敦坂广场舞扇子舞《山里红》（变队形）,http://gcw.bdcdn.shoujiduoduo.com/v/190817/10004687.mp4
文庄村扇子舞中国美,http://gcw.bdcdn.shoujiduoduo.com/v/190603/10004678.mp4
迎七一。沙河市綦阳村广场舞扇子舞《同喜同喜》,http://gcw.bdcdn.shoujiduoduo.com/v/190817/10004940.mp4
鸡西休闲广场快乐阳光扇子舞（上）,http://gcw.bdcdn.shoujiduoduo.com/v/190605/10004704.mp4
鸡西兴凯舞艺扇子舞 02火红的萨日朗,http://gcw.bdcdn.shoujiduoduo.com/v/190820/10004738.mp4
婚庆扇子舞,http://gcw.bdcdn.shoujiduoduo.com/201805/1297-47.mp4
扇子舞开门红,http://gcw.bdcdn.shoujiduoduo.com/v/190815/10004888.mp4
鸡西兴凯舞艺扇子舞 08凤凰传奇,http://gcw.bdcdn.shoujiduoduo.com/201805/1899-183.mp4
红红的中国结（扇子舞）-兰英曼舞广场舞,http://gcw.bdcdn.shoujiduoduo.com/v/190822/10004871.mp4
中国美 变队形 扇子舞 唐村花儿舞蹈队,http://gcw.bdcdn.shoujiduoduo.com/v/190909/10004769.mp4
最新广场舞扇子舞 《荷塘月色》教学视频,http://gcw.bdcdn.shoujiduoduo.com/v/190602/10004716.mp4
草坂九中广场舞扇子舞：好日子,http://gcw.bdcdn.shoujiduoduo.com/v/190907/10004844.mp4
四川中江太和场镇广场舞-扇子舞中国美,http://gcw.bdcdn.shoujiduoduo.com/v/190910/10004766.mp4
彩益芬芳扇子舞-大姑娘美,http://gcw.bdcdn.shoujiduoduo.com/201805/1235-904.mp4
广场舞 欢天喜地 扇子舞,http://gcw.bdcdn.shoujiduoduo.com/v/190827/10004736.mp4
周庄子广场舞（扇子舞，烟花三月下扬州）,http://gcw.bdcdn.shoujiduoduo.com/v/190523/10004895.mp4
辉煌三联文艺晚会-开门红-扇子舞-长绸扇-集体舞蹈,http://gcw.bdcdn.shoujiduoduo.com/v/190910/10004879.mp4
耿庄村彩虹广场舞 红红的线 扇子舞,http://gcw.bdcdn.shoujiduoduo.com/201805/1915-72.mp4
东大阪 扇子舞 《绿旋风》,http://gcw.bdcdn.shoujiduoduo.com/201805/1750-560.mp4
鸡西兴凯舞艺扇子舞(2) 11情歌为你唱,http://gcw.bdcdn.shoujiduoduo.com/v/190909/10004865.mp4
北蔡金平广场舞2014-06-25最新扇子舞专辑今夜舞起来,http://gcw.bdcdn.shoujiduoduo.com/v/190808/10004841.mp4
《中国功夫》扇子舞,http://gcw.bdcdn.shoujiduoduo.com/201805/1877-225.mp4
中老年扇子舞 【中国美 】,http://gcw.bdcdn.shoujiduoduo.com/v/190528/10004905.mp4
新坡冰雪广场舞--中国美【变队形扇子舞】,http://gcw.bdcdn.shoujiduoduo.com/201805/1840-80.mp4
鸡西休闲广场快乐阳光扇子舞 12上马酒之歌,http://gcw.bdcdn.shoujiduoduo.com/v/190819/10004872.mp4
河南工业大学----女子团体操扇子舞,http://gcw.bdcdn.shoujiduoduo.com/v/190819/10004884.mp4
阳谷城角徐代表队扇子舞《欢聚一堂》,http://gcw.bdcdn.shoujiduoduo.com/v/190820/10004677.mp4
广场舞 扇子舞《越来越好》 广场舞推荐,http://gcw.bdcdn.shoujiduoduo.com/v/190604/10004812.mp4
广场舞《恭喜发财》 扇子舞附背面分解,http://gcw.bdcdn.shoujiduoduo.com/v/190519/10002311.mp4
扇子舞中国美,http://gcw.bdcdn.shoujiduoduo.com/201805/1597-534.mp4
池州烟柳园小花广场扇子舞【春到池州杏花村】原创小花,http://gcw.bdcdn.shoujiduoduo.com/v/200729/8eadfc005a72655745aed1b189c1e8ae.mp4
中央电视台cctv海选：窝洛沽春霞舞蹈队表演舞蹈《祝福祖国扇子舞》,http://gcw.bdcdn.shoujiduoduo.com/v/200728/bb438eb992da898da4f605f08625df52.mp4
黎州波波广场舞《荞麦花》变队形秧歌扇子舞,http://gcw.bdcdn.shoujiduoduo.com/v/200711/d8f1585317f18af0ee821e5f7c6275cd.mp4
广场扇子舞--你是我的人,http://gcw.bdcdn.shoujiduoduo.com/v/200623/98684afbfe1e7e4235c621bc672272e0.mp4
好心情蓝蓝广场舞原创团队版扇子舞【东北大秧歌正背面】附教学,http://gcw.bdcdn.shoujiduoduo.com/v/190802/25339c1408f1c380ccd0e0dfa7ea26e7.mp4
徐州精典影视传媒流行全民健身广场舞《语花蝶》演唱：安东阳 柔美扇子舞 附分解,http://gcw.bdcdn.shoujiduoduo.com/v/190726/2562131d8c29137ce8a8e994253affab.mp4
杏林漫步广场〈中国美〉扇子舞变队形(荣获一等奖)队形编排 杏子,http://gcw.bdcdn.shoujiduoduo.com/v/190617/e5553f9b65cb2e581293d590aceccd32.mp4
喜庆扇子舞《开门红》歌曲喜庆欢快，舞步简单时尚好看附背面,http://gcw.bdcdn.shoujiduoduo.com/v/190422/1545066c5cb82cac7c94f6d8d58d3280.mp4
中江乐舞《绣金匾》，听一次就爱上了，优美扇子舞附教学,http://gcw.bdcdn.shoujiduoduo.com/v/190307/cb0e3ce84204a5e6fa78042d94d07767.mp4
大型变队形扇子舞-简单好看-太适合表演了,http://gcw.bdcdn.shoujiduoduo.com/v/190109/20566cb6040dc8fd7f796546dddd3dd9.mp4
扇子舞、好日子,http://gcw.bdcdn.shoujiduoduo.com/v/181015/6004e8fb796e582bd1f05472b027791a.mp4
鸡西休闲广场快乐阳光扇子舞 02大姑娘美,http://gcw.bdcdn.shoujiduoduo.com/v/190816/10004849.mp4
白小白老师中国风爵士扇子舞《无价之姐》及镜面演示,http://gcw.bdcdn.shoujiduoduo.com/v/201026/f6a818d34d8ad24778a5b278072197c6.mp4
姐妹缘舞蹈队——开门红扇子舞,http://gcw.bdcdn.shoujiduoduo.com/v/200812/876a1ace2572824dce3302e3deec81ae.mp4
朝鲜扇子舞《扇舞春韵》,http://gcw.bdcdn.shoujiduoduo.com/v/200728/b47e1583d8e096290eb4f38cbaab4861.mp4
最新扇子舞《军中绿花》古洼杜品静广场舞 编舞教学杜品静,http://gcw.bdcdn.shoujiduoduo.com/v/200728/56b4cd340f2a29e940504f8facf3f51a.mp4
朝鲜族舞蹈扇子舞(延春社区),http://gcw.bdcdn.shoujiduoduo.com/v/200727/e0bdfba4445af5108918670fa036040a.mp4
1衡阳市三塘人民广场舞—401春春·扇子舞,http://gcw.bdcdn.shoujiduoduo.com/v/200724/b4c73a7d06842b34c83abd8a6a7318d6.mp4
新民镇西北村彩红舞蹈队扇子舞串烧-中国歌最美,http://gcw.bdcdn.shoujiduoduo.com/v/200724/535edc9c9458f29c4a756a2e3447dedf.mp4
小溪山春广场舞，映山红扇子舞,http://gcw.bdcdn.shoujiduoduo.com/v/200723/3c84e10e8c78a921e30520b64eecd952.mp4
扇子舞《欢乐在人间》演出：鸿雁艺术团.mp4,http://gcw.bdcdn.shoujiduoduo.com/v/200722/8b9773ce50cf2bcc10d9d60ec8f12d47.mp4
金香扇子舞～东北大秧歌,http://gcw.bdcdn.shoujiduoduo.com/v/200707/53375196d8092b8e399db848cebd13fe.mp4
扇子舞《秧歌扭起来》分解及背面演始,http://gcw.bdcdn.shoujiduoduo.com/v/200701/29b092ddafbb473e8f84743dae7ae89f.mp4
冬冬扇子舞巜映山红》旗袍初学走起,http://gcw.bdcdn.shoujiduoduo.com/v/200606/94a9e1f93d8768c00bdc0be5b59522ff.mp4
古洼杜品静广场舞扇子舞《接新娘》编舞杜品静附口令教学,http://gcw.bdcdn.shoujiduoduo.com/v/200606/3700a3966688d90bcf7ce4fb1a63513b.mp4
冬冬扇子舞《映山红》初学,http://gcw.bdcdn.shoujiduoduo.com/v/200604/977ee29a669e0780408962fafa70192b.mp4
邓大莉老师扇子舞 《芙蓉雨》,http://gcw.bdcdn.shoujiduoduo.com/v/200603/55b63495b1e17da8cede47c9874bf380.mp4
平陆县 皂坡 婵云若雨扇子舞【好日子】变队形12人,http://gcw.bdcdn.shoujiduoduo.com/v/200516/28aa354da30dfb36e811362f6499ac2b.mp4
郏县李口镇西南村红满天扇子舞《火火的姑娘》,http://gcw.bdcdn.shoujiduoduo.com/v/200514/79b626ecd615beed674b047fe647aa9f.mp4
经典红歌扇子舞《十送红军》老歌新跳 简单易学 ,http://gcw.bdcdn.shoujiduoduo.com/v/200429/121214221c3f0d082dddb2856c2a1095.mp4
柔美扇子舞：《一起嗨起来》穿着古装跳广场舞真美，附教学！,http://gcw.bdcdn.shoujiduoduo.com/v/200305/4579a713295faf13f0ca73e48f6896e6.mp4
焦陂百和原创《没有喝够》32步扇子舞有教学,http://gcw.bdcdn.shoujiduoduo.com/v/191209/677f18264bfae6b916fe59cce2ff5000.mp4
津利港秧歌队扇子舞《好日子》,http://gcw.bdcdn.shoujiduoduo.com/v/190919/8cd932f5410a4f70c94778681fdf9ccd.mp4
四家子大雁扇子舞,http://gcw.bdcdn.shoujiduoduo.com/v/190916/f579cf33cba94b7d45ced81a2714a161.mp4
融侨馨苑有氧健身操队欢度重阳节展演《扇子舞》,http://gcw.bdcdn.shoujiduoduo.com/v/190828/d0bc2023ebbbff752455b3db5ce145e0.mp4
铜韵广场舞《梦江南》旗袍扇子舞,http://gcw.bdcdn.shoujiduoduo.com/v/190809/2048cfb3e39039f606719c4282c4f04c.mp4
扇子舞巜祝福祖国》,http://gcw.bdcdn.shoujiduoduo.com/v/190803/e3432c43122f282fb235d201aaa40f0f.mp4
开门红（ 扇子舞 ）,http://gcw.bdcdn.shoujiduoduo.com/v/190722/228cdd1c0b0c5d42c5731b7e177db79a.mp4
扇子舞《黄洋扁担》教学,http://gcw.bdcdn.shoujiduoduo.com/v/190706/6f18a857f7beb074fd6ae9d4dec49441.mp4
扇子舞秧歌舞广场舞河北大厂河西营老年舞蹈队,http://gcw.bdcdn.shoujiduoduo.com/v/191216/d8fb178354995d2af026f68f106c50ea.mp4
重坊镇化秀广场舞扇子舞拥军花鼓《原创》,http://gcw.bdcdn.shoujiduoduo.com/v/190605/33e227dd1e6e18b0e09165923dbccc2e.mp4
基督教舞蹈扇子舞感恩的泪,http://gcw.bdcdn.shoujiduoduo.com/v/181214/25e73023136f283631c4b6186720af10.mp4
一个简单易学的扇子舞, 喜欢的朋友赶快收藏吧,http://gcw.bdcdn.shoujiduoduo.com/v/181208/11ef0bea904600a5d46d64da552fd367.mp4
三友矿山广场舞【这里有神的同在】基督教扇子舞,http://gcw.bdcdn.shoujiduoduo.com/v/181201/73520b520d0174c0e1442d903b17b25f.mp4
扇子舞——家和万事兴,http://gcw.bdcdn.shoujiduoduo.com/v/181021/09c20ee9d80e3724cd113db626e04e4d.mp4
扇子舞《八月桂花香》经典老歌, 活泼欢快, 温暖的记忆, 河北青青广场舞,http://gcw.bdcdn.shoujiduoduo.com/v/181106/757148c8ceedee522fd2f9a14bedb3b1.mp4
12扇子舞《江南情》,http://gcw.bdcdn.shoujiduoduo.com/v/181107/253a2de32c884b105509c23ec88cd8bd.mp4
扇子舞《好日子》, 我想知道这是谁编的舞蹈!,http://gcw.bdcdn.shoujiduoduo.com/v/181010/276fe5b04d50aaddb6f918f2b6ac16b5.mp4
苗屯扇子舞舞 祝福祖国,http://gcw.bdcdn.shoujiduoduo.com/v/181008/c31f28095c0140aba9c9aaccb7506bab.mp4
广场舞《烟花三月下扬州》优美抒情扇子舞 好听好看,http://gcw.bdcdn.shoujiduoduo.com/v/180922/6d65a3a9a1309f46f590b9d334b1ad6f.mp4
徐桥广场舞扇子舞【花桥流水】,http://gcw.bdcdn.shoujiduoduo.com/v/180920/2bc6ebb2dc520ad9729813453b1f4dba.mp4
最火扇子舞广场舞《结婚啦》团队扇子摆字舞，太漂亮了,http://gcw.bdcdn.shoujiduoduo.com/v/180922/0119479da8bbce585896268b1af6c655.mp4
开心红歌、2015年元旦节扇子舞《走进新时代》,http://gcw.bdcdn.shoujiduoduo.com/201805/1685-392.mp4
埝头广场舞扇子舞接新娘,http://gcw.bdcdn.shoujiduoduo.com/v/190819/10004701.mp4
广场扇子舞 张灯结彩,http://gcw.bdcdn.shoujiduoduo.com/v/190521/10004714.mp4
扇子舞好运来,http://gcw.bdcdn.shoujiduoduo.com/201805/1684-684.mp4
新村快乐健身队《春天的故事》广场舞 ，扇子舞,http://gcw.bdcdn.shoujiduoduo.com/201805/1296-997.mp4
太极扇子舞：中国功夫,http://gcw.bdcdn.shoujiduoduo.com/v/190820/10004914.mp4
财政学院节目 扇子舞 开门红,http://gcw.bdcdn.shoujiduoduo.com/v/190911/10004842.mp4
青荷芙蓉广场舞 荷塘月色 表演 扇子舞,http://gcw.bdcdn.shoujiduoduo.com/a/180927/212cbf24c262928add2436e64f0b6068.mp4
贺月秋扇子舞 我的祖国 正背表演与动作分解 团队版,http://gcw.bdcdn.shoujiduoduo.com/a/180927/85eb99849f436b407f41764e788c85f8.mp4
安徽铜陵乐缘广场舞队 扇子舞《我的祖国》 表演 个人版,http://gcw.bdcdn.shoujiduoduo.com/a/180927/6e239562c0fac3aa58b0cc2f11cd5aad.mp4
湖南湘潭星星健身广场舞 我的祖国 表演 扇子舞,http://gcw.bdcdn.shoujiduoduo.com/a/180927/476f5f013986f06759ab7f69a8189f7d.mp4
兴华嘉苑广场舞队继红个人版 南泥湾扇子舞 表演 团队版,http://gcw.bdcdn.shoujiduoduo.com/a/180928/ac721decb09135ec2fb55778ee2b1bd3.mp4
四川资阳迎春广场舞 红梅赞 表演 扇子舞,http://gcw.bdcdn.shoujiduoduo.com/a/180928/5d1eab0745d4eed0315318176ff0036d.mp4
黄骅金都健身广场舞 九九艳阳天 表演 扇子舞,http://gcw.bdcdn.shoujiduoduo.com/a/180928/db54021811bc79702dc5081c612119a0.mp4
鸡西休闲广场快乐阳光广场舞 大海航行靠舵手 表演 扇子舞,http://gcw.bdcdn.shoujiduoduo.com/a/180928/ba391264a5c932d06e148c0db211dfe3.mp4
心怡广场舞 珊瑚颂 表演 扇子舞,http://gcw.bdcdn.shoujiduoduo.com/a/180929/951328efea89173360481f916cd58772.mp4
金花王江扇子舞 珊瑚颂 正背表演 团队版,http://gcw.bdcdn.shoujiduoduo.com/a/180929/a225f390699c6d867e200ada81c8e3ea.mp4
明英广场舞 欢聚一堂 表演 扇子舞,http://gcw.bdcdn.shoujiduoduo.com/a/180929/74bae6d037c2a0875bf7703bae75d2e4.mp4
扇子舞～桃花姑娘,http://gcw.bdcdn.shoujiduoduo.com/a/180929/06203308365ac83c499767ce4902c513.mp4
广东省云浮市罗定生江舞动健康队 中国美扇子舞 正背表演与动作分解 团队版,http://gcw.bdcdn.shoujiduoduo.com/a/180929/c2e11b04d2e7fab7e887d4ae4439af90.mp4
潮源村开心健身队广场舞扇子舞桃花姑娘,http://gcw.bdcdn.shoujiduoduo.com/a/180929/0e909e7499d70a1b0df3e8daeb071813.mp4
王显乡许村花蕊广场舞 好日子 表演 扇子舞变队形 喜庆过年舞蹈,http://gcw.bdcdn.shoujiduoduo.com/a/180929/ef8c6cd9a5fc9c95e581b4001614236b.mp4
南北半截塔舞蹈队广场舞 扇子舞 欢聚一堂 表演 团队版,http://gcw.bdcdn.shoujiduoduo.com/a/180929/2303a16806bdb6d786d767597984fb34.mp4
大城追梦广场舞 好日子 表演 扇子舞变队形,http://gcw.bdcdn.shoujiduoduo.com/a/180929/6d0c03f9683fb6d3f4577fd16d8f3898.mp4
